,Price (NPR),Year,Fuel,Kilometer Run,Color,Mileage (Km/L),Engine (CC),Transmission,Brand,Age
564,1100000,2008,Petrol,88000,grey,14,1000,Power Steering,Hyundai,17
565,1750000,2014,Petrol,49000,others,14,1200,Manual 2WD,Toyota,11
566,12800000,2016,Diesel,49000,others,14,3200,Auto 4WD,Mitsubishi,9
567,7599000,2023,Hybrid,315,silver,29,1490,Manual 4WD,Maruti Suzuki,2
568,3585000,2015,Petrol,57000,others,14,1591,Manual 4WD,Hyundai,10
569,7800000,2018,Diesel,40000,silver,14,2755,Manual 4WD,Toyota,7
570,7800000,2018,Diesel,40000,silver,14,2755,Manual 4WD,Toyota,7
571,1000000,2010,Diesel,82000,yellow,8,1900,Manual 2WD,Tata,15
572,7800000,2018,Diesel,40000,silver,14,2755,Manual 4WD,Toyota,7
573,3590000,2015,Petrol,57000,silver,14,1591,Auto 2WD,Hyundai,10
574,3585000,2015,Petrol,57000,silver,14,1591,Manual 2WD,Hyundai,10
575,1350000,2007,Petrol,33000,silver,14,814,Manual 2WD,Hyundai,18
576,2785000,2021,Petrol,7000,silver,14,999,Auto 2WD,Renault,4
577,3200000,2021,Petrol,11000,red,14,1200,Manual 2WD,Kia,4
578,3650000,2016,Petrol,39243,silver,12,1600,Manual 2WD,Hyundai,9
579,5456000,2023,Petrol,49000,others,14,1200,Manual 2WD,Hyundai,2
580,1700000,2013,Diesel,49000,others,14,1200,Auto 4WD,Chevrolet,12
581,1875000,2014,Petrol,42000,grey,14,1197,Manual 4WD,Hyundai,11
582,2450000,2016,Petrol,49000,orange,14,1600,Manual 2WD,Volkswagen,9
583,3650000,2021,Petrol,17000,white,14,1200,Manual 2WD,Tata,4
584,925000,2008,Petrol,67000,blue,14,1400,Manual 2WD,Hyundai,17
585,1100000,2005,Petrol,100500,silver,14,1600,Power Steering,Nissan,20
586,1650000,2014,Diesel,125000,red,14,2956,Auto 2WD,Tata,11
587,3050000,2018,Diesel,49000,others,14,2499,Manual 2WD,Other Brands,7
588,950000,2003,Petrol,140000,grey,14,1300,Power Steering,Toyota,22
589,1775000,2013,Diesel,54500,white,14,1200,Manual 2WD,Ford,12
590,1185000,2006,Diesel,49000,black,16,2523,Auto 2WD,Mahindra,19
591,2500000,2016,Diesel,49000,grey,16,1200,Manual 2WD,Maruti Suzuki,9
592,1800000,2018,Diesel,49000,silver,12,1900,Manual 2WD,Tata,7
593,1390000,2006,Petrol,55000,silver,14,1200,Manual 2WD,Maruti Suzuki,19
594,1450000,2020,Diesel,28000,blue,12,1396,Manual 2WD,Tata,5
595,1725000,2007,Petrol,47000,black,14,1600,Manual 2WD,Toyota,18
596,2400000,2020,Petrol,49000,red,14,1200,Auto 2WD,Tata,5
597,1800000,2017,Diesel,79000,blue,14,1200,Auto 2WD,Tata,8
598,820000,2006,Petrol,65000,orange,17,1400,Manual 2WD,Kia,19
599,750000,2013,Diesel,49000,white,14,2523,Auto 2WD,Mahindra,12
600,2650000,2015,Petrol,49000,others,14,1200,Manual 2WD,Hyundai,10
601,3800000,2015,Diesel,49000,white,14,2800,Manual 2WD,Toyota,10
602,765000,2008,Petrol,36000,silver,14,850,Manual 2WD,Perodua,17
603,875000,1992,Petrol,100000,white,14,1600,Manual 4WD,Maruti Suzuki,33
604,1400000,2018,Diesel,34000,white,14,1200,Power Steering,Mahindra,7
605,1250000,2010,Petrol,48000,silver,16,1200,Manual 2WD,Hyundai,15
606,5500000,2009,Diesel,55000,silver,14,1200,Auto 4WD,Kia,16
607,3390000,2017,Petrol,41000,others,14,1598,Manual 2WD,Hyundai,8
608,550000,2016,Petrol,49000,others,14,800,Manual 4WD,Maruti Suzuki,9
609,10700000,2018,Petrol,8300,white,14,1500,Auto 4WD,Honda,7
610,550000,2006,Petrol,81155,silver,15,800,Manual 2WD,Maruti Suzuki,19
611,835000,2008,Petrol,55000,brown,16,1087,Manual 2WD,Maruti Suzuki,17
612,1500000,1999,Petrol,49000,red,10,1300,Power Steering,Daihatsu,26
613,995000,2010,Petrol,48000,black,14,1300,Manual 2WD,Jeep,15
614,1650000,2011,Petrol,47000,black,13,1600,Manual 2WD,Volkswagen,14
615,1399999,2010,Petrol,61000,white,16,1200,Auto 2WD,Maruti Suzuki,15
616,3000000,2021,Petrol,21000,white,14,1000,Manual 2WD,Skoda,4
617,1700000,2014,Petrol,41848,brown,16,1049,Manual 2WD,Hyundai,11
618,1099000,2010,Petrol,750000,silver,14,1200,Manual 2WD,Maruti Suzuki,15
619,1625000,2013,Diesel,73000,silver,22,1200,Manual 2WD,Skoda,12
620,1980000,2019,Petrol,20000,coffee,15,1200,Manual 2WD,Tata,6
621,4850000,2018,Petrol,52000,silver,13,2000,Manual 2WD,Kia,7
622,1500000,2013,Diesel,96000,grey,18,1500,Manual 2WD,Ford,12
623,890000,2009,Diesel,49000,white,14,2523,Manual 2WD,Mahindra,16
624,2150000,2015,Petrol,70000,white,14,1500,Manual 2WD,Ford,10
625,925000,2017,Diesel,40000,others,10,1200,Power Steering,Tata,8
626,1475000,2010,Petrol,61000,grey,14,1200,Manual 2WD,Hyundai,15
627,920000,2009,Petrol,72000,others,14,1350,Manual 2WD,Hyundai,16
628,1225000,2012,Petrol,48000,grey,12,1200,Manual 2WD,Maruti Suzuki,13
629,1399999,2008,Petrol,66000,blue,13,1300,Manual 2WD,Maruti Suzuki,17
630,2400000,2020,Petrol,26500,silver,14,1200,Manual 2WD,Hyundai,5
631,1175000,2013,Diesel,93000,gold,14,2956,Power Steering,Tata,12
632,1190000,2009,Petrol,60000,silver,14,1200,Manual 2WD,Maruti Suzuki,16
633,1975000,2016,Diesel,60000,white,18,1400,Manual 2WD,Skoda,9
634,6500000,2013,Petrol,55000,grey,14,2500,Manual 2WD,Toyota,12
635,650000,2003,Petrol,49000,others,14,1200,Manual 2WD,Hyundai,22
636,1800000,2006,Petrol,8500,silver,11,1300,Auto 2WD,Toyota,19
637,2495000,2018,Petrol,28800,white,14,1200,Auto 2WD,Ford,7
638,1050000,2011,Petrol,76000,red,12,1500,Manual 2WD,Other Brands,14
639,1350000,2016,Petrol,56000,white,16,800,Manual 2WD,Maruti Suzuki,9
640,4200000,2020,Diesel,49000,white,14,1200,Manual 4WD,Mahindra,5
641,3025000,2017,Diesel,50000,white,17,1250,Manual 2WD,Maruti Suzuki,8
642,2000000,2014,Petrol,49000,silver,14,1500,Manual 2WD,Maruti Suzuki,11
643,3600000,2017,Diesel,49000,blue,14,1200,Manual 4WD,Mahindra,8
644,1800000,2018,Diesel,23000,blue,14,2609,Auto 2WD,Mahindra,7
645,2350000,2018,Petrol,35500,grey,14,1500,Power Steering,Ford,7
646,1250000,2008,Petrol,66235,grey,14,1300,Manual 2WD,Maruti Suzuki,17
647,2775000,2021,Petrol,12000,silver,14,1200,Manual 2WD,Hyundai,4
648,3350000,2018,Diesel,32000,blue,18,1300,Manual 2WD,Maruti Suzuki,7
649,2225000,2017,Petrol,33256,red,14,1200,Manual 2WD,Hyundai,8
650,2075000,2014,Petrol,42136,silver,14,1200,Manual 2WD,Maruti Suzuki,11
651,2550000,2017,Petrol,39523,silver,14,1200,Manual 2WD,Maruti Suzuki,8
652,1850000,2020,Petrol,23000,silver,14,1200,Manual 2WD,Maruti Suzuki,5
653,2350000,2018,Petrol,17000,silver,14,1200,Manual 2WD,Hyundai,7
654,2190000,2019,Petrol,17300,others,18,1200,Manual 2WD,Maruti Suzuki,6
655,1399000,2018,Petrol,42000,silver,14,800,Power Steering,Maruti Suzuki,7
656,1625000,2002,Diesel,150000,green,10,3000,Manual 4WD,Toyota,23
657,1405000,2013,Petrol,46160,white,21,998,Manual 2WD,Maruti Suzuki,12
658,1950000,2012,Petrol,71000,blue,13,1600,Manual 2WD,Hyundai,13
659,2500000,2015,Petrol,45000,silver,18,1400,Manual 2WD,Maruti Suzuki,10
660,3250000,2020,Petrol,35000,others,14,1200,Manual 2WD,Tata,5
661,1245000,1998,Petrol,49000,white,14,1997,Auto 4WD,Toyota,27
662,750000,2009,Diesel,49000,others,14,1200,Manual 2WD,Tata,16
663,1850000,2016,Petrol,39000,others,14,1200,Manual 2WD,Tata,9
664,770000,2009,Petrol,75000,silver,12,1300,Auto 2WD,Perodua,16
665,1975000,2018,Electric,49000,silver,14,1200,Auto 2WD,Mahindra,7
666,1200000,2005,Diesel,49000,white,14,1200,Manual 4WD,Nissan,20
667,4450000,2015,Petrol,43000,grey,14,1500,Manual 4WD,Daihatsu,10
668,1550000,2014,Petrol,48,grey,20,1000,Manual 2WD,Maruti Suzuki,11
669,1300000,2018,Diesel,46000,white,14,1200,Auto 2WD,Tata,7
670,2375000,2016,Petrol,38000,silver,14,1200,Manual 2WD,Maruti Suzuki,9
671,2375000,2016,Petrol,52000,silver,14,1200,Manual 2WD,Hyundai,9
672,1750000,2007,Petrol,47000,others,14,1600,Manual 2WD,Toyota,18
673,505000,2015,Petrol,52500,white,15,800,Manual 2WD,Maruti Suzuki,10
674,1800000,2014,Petrol,47000,green,14,1000,Auto 2WD,Maruti Suzuki,11
675,1650000,2017,Petrol,43000,red,14,1200,Manual 2WD,Ford,8
676,2150000,2013,Petrol,53000,silver,14,1300,Manual 2WD,Toyota,12
677,1950000,2017,Diesel,38000,white,14,2523,Manual 4WD,Mahindra,8
678,1550000,2010,Petrol,73747,brown,12,1200,Manual 2WD,Hyundai,15
679,1450000,2016,Petrol,54590,silver,14,1200,Manual 2WD,Maruti Suzuki,9
680,1950000,2014,Petrol,63000,grey,15,1200,Manual 2WD,Hyundai,11
681,1150000,2009,Petrol,60000,white,14,1086,Power Steering,Hyundai,16
682,999999,2011,Petrol,53000,black,13,1199,Manual 2WD,Ford,14
683,4100000,2021,Petrol,24500,red,14,1500,Manual 2WD,Maruti Suzuki,4
684,2399999,2020,Diesel,49000,white,14,1200,Manual 4WD,Mahindra,5
685,1575000,2007,Petrol,60000,grey,10,1600,Manual 2WD,Honda,18
686,1000000,2012,Petrol,47000,blue,17,814,Manual 2WD,Hyundai,13
687,1450000,2010,Petrol,49000,others,14,1200,Manual 2WD,Maruti Suzuki,15
688,2550000,2007,Petrol,53000,others,14,1500,Manual 4WD,Daihatsu,18
689,450000,2013,Diesel,16057,white,15,901,Power Steering,Mahindra,12
690,5000000,2008,Diesel,49000,black,14,2362,Manual 4WD,Toyota,17
691,1325000,2015,Petrol,49000,grey,14,1200,Power Steering,Datsun,10
692,2000000,2014,Petrol,62000,grey,25,1200,Manual 2WD,Hyundai,11
693,1525000,2018,Petrol,63000,white,14,1200,Manual 2WD,Maruti Suzuki,7
694,680000,2008,Petrol,72000,gold,10,1200,Power Steering,Chevrolet,17
695,4450000,2019,Petrol,37000,grey,12,1598,Manual 2WD,Hyundai,6
696,600000,2006,Petrol,49000,others,18,800,Manual 2WD,Maruti Suzuki,19
697,9000000,2021,Petrol,30000,white,10,2000,Auto 2WD,Kia,4
698,1170000,2009,Petrol,49000,red,14,1100,Manual 2WD,Hyundai,16
699,900000,2015,Petrol,63,white,14,1200,Manual 2WD,Tata,10
700,1400000,2010,Petrol,57200,silver,12,2200,Manual 2WD,Tata,15
701,250000,2003,Diesel,49000,blue,14,1200,Manual 2WD,Tata,22
702,1150000,2008,Petrol,11111,blue,20,1200,Manual 2WD,Hyundai,17
703,630000,2000,Petrol,4950,silver,18,800,Auto 2WD,Maruti Suzuki,25
704,5775000,2010,Petrol,105000,black,10,3000,Manual 2WD,Toyota,15
705,390000,2012,Petrol,35000,white,23,624,Manual 2WD,Tata,13
706,875000,2009,Petrol,52000,white,14,1300,Manual 2WD,Jeep,16
707,3675000,2017,Diesel,65000,blue,14,2200,Manual 4WD,Mahindra,8
708,1600000,2009,Petrol,76000,red,10,1900,Auto 2WD,Kia,16
709,1025000,2010,Petrol,55000,black,13,1300,Manual 2WD,Other Brands,15
710,3550000,2021,Diesel,49000,others,14,2500,Manual 2WD,Other Brands,4
711,1000000,2002,Diesel,38000,silver,14,909,Manual 2WD,Mahindra,23
712,1850000,2015,Diesel,105000,white,8,4000,Manual 2WD,Tata,10
713,2200000,2015,Petrol,44500,white,17,1387,Manual 2WD,Maruti Suzuki,10
714,5500000,2018,Petrol,30000,silver,15,1600,Manual 2WD,Hyundai,7
715,4800000,2021,Petrol,7700,black,14,1200,Manual 2WD,Other Brands,4
716,2500000,2016,Petrol,45000,brown,14,1500,Manual 2WD,Ford,9
717,715000,2009,Petrol,80000,others,14,800,Manual 4WD,Maruti Suzuki,16
718,2320000,2015,Petrol,30100,silver,14,1490,Manual 2WD,Honda,10
719,900000,2009,Petrol,85000,gold,14,1000,Auto 2WD,Chevrolet,16
720,975000,2005,Petrol,82000,blue,14,1100,Auto 2WD,Hyundai,20
721,9700000,2015,Diesel,45000,white,12,3000,Manual 4WD,Toyota,10
722,875000,2004,Petrol,49000,grey,14,1068,Manual 2WD,Hyundai,21
723,1450000,2009,Petrol,80000,others,15,1200,Auto 2WD,Hyundai,16
724,5700000,2021,Petrol,14000,red,12,1500,Manual 2WD,Hyundai,4
725,1075000,2011,Petrol,60000,black,14,1200,Manual 2WD,Ford,14
726,775000,2010,Petrol,49000,others,14,1200,Manual 2WD,Maruti Suzuki,15
727,2450000,2018,Petrol,27969,brown,14,998,Manual 2WD,Volkswagen,7
728,1250000,2009,Petrol,49000,others,14,1200,Manual 2WD,Maruti Suzuki,16
729,540000,2004,Petrol,60000,black,14,1400,Auto 2WD,Kia,21
730,2025000,2014,Petrol,47582,grey,14,1197,Manual 2WD,Maruti Suzuki,11
731,1150000,2016,Petrol,46230,others,14,2500,Manual 4WD,Mahindra,9
732,600000,2004,Petrol,63586,silver,14,800,Manual 2WD,Maruti Suzuki,21
733,1725000,2014,Petrol,52490,silver,14,1086,Manual 2WD,Hyundai,11
734,590000,2002,Petrol,62570,others,14,1061,Manual 2WD,Hyundai,23
735,3062500,2019,Petrol,40000,red,12,1200,Manual 2WD,Hyundai,6
736,1897000,2014,Petrol,74000,silver,15,1197,Manual 2WD,Maruti Suzuki,11
737,5100000,2019,Petrol,20000,silver,14,1600,Manual 2WD,Hyundai,6
738,2475000,2016,Diesel,75000,silver,17,1500,Manual 2WD,Renault,9
739,1700000,2014,Petrol,65300,white,14,1200,Auto 2WD,Maruti Suzuki,11
740,1700000,2013,Petrol,50000,silver,13,1200,Manual 2WD,Hyundai,12
741,350000,2011,Petrol,71000,blue,27,624,Manual 4WD,Tata,14
742,8950000,2021,Hybrid,1000,silver,27,1586,Auto 4WD,Maruti Suzuki,4
743,1800000,2014,Petrol,47000,others,15,998,Auto 2WD,Maruti Suzuki,11
744,1200000,2009,Diesel,49000,others,14,1200,Power Steering,Tata,16
746,2725000,2019,Petrol,49000,others,14,1200,Manual 2WD,Maruti Suzuki,6
747,1850000,2018,Petrol,65000,grey,17,1000,Manual 2WD,Maruti Suzuki,7
748,1750000,2013,Petrol,45,others,13,1500,Manual 2WD,Hyundai,12
749,1200000,2017,Diesel,100000,brown,14,2523,Manual 2WD,Mahindra,8
750,1575000,2018,Petrol,46333,grey,14,800,Manual 2WD,Maruti Suzuki,7
751,350000,2004,Petrol,90819,black,10,1600,Auto 2WD,Other Brands,21
752,3075000,2018,Petrol,32000,silver,15,1197,Manual 2WD,Hyundai,7
753,11500000,2007,Petrol,73000,silver,14,1100,Manual 2WD,Hyundai,18
754,2150000,2014,Petrol,42000,red,14,1600,Manual 2WD,Volkswagen,11
755,18500000,2015,Petrol,45000,blue,14,1200,Manual 2WD,Honda,10
756,775000,2003,Petrol,102500,silver,15,1500,Manual 2WD,Hyundai,22
757,1650000,2013,Diesel,49000,silver,14,1200,Manual 2WD,Skoda,12
758,4000000,2019,Petrol,20000,others,14,1600,Manual 2WD,Hyundai,6
759,1575000,2007,Petrol,65000,blue,14,1497,Manual 2WD,Toyota,18
760,1999999,2009,Diesel,70000,silver,12,1990,Auto 4WD,Hyundai,16
761,870000,2009,Petrol,57000,brown,16,800,Manual 2WD,Maruti Suzuki,16
762,2462500,2018,Petrol,44000,silver,12,1200,Manual 2WD,Maruti Suzuki,7
763,3750000,2017,Petrol,65000,white,21,1,Auto 4WD,Hyundai,8
764,1585000,2014,Petrol,26000,red,14,1200,Manual 2WD,Maruti Suzuki,11
765,1450000,2015,Petrol,36000,blue,14,1200,Manual 2WD,Nissan,10
766,2400000,2017,Petrol,26000,grey,16,1197,Manual 2WD,Maruti Suzuki,8
767,3075000,2018,Petrol,37000,brown,14,1200,Manual 2WD,Hyundai,7
768,3750000,2018,Petrol,5000,silver,14,1200,Manual 2WD,Nissan,7
769,950000,2008,Petrol,81000,blue,14,1400,Manual 2WD,Hyundai,17
770,1600000,2011,Petrol,50000,silver,18,1200,Manual 2WD,Maruti Suzuki,14
771,1435000,2010,Petrol,55700,others,18,1200,Manual 2WD,Hyundai,15
772,3050000,2016,Diesel,55000,others,17,1250,Manual 2WD,Maruti Suzuki,9
773,850000,2004,Petrol,55,blue,15,1200,Manual 2WD,Hyundai,21
774,3990000,2017,Electric,42000,white,9,1200,Auto 2WD,Kia,8
775,950000,2005,Petrol,45,red,15,1200,Manual 2WD,Hyundai,20
776,2950000,2021,Petrol,19000,silver,17,1197,Manual 2WD,Hyundai,4
777,2650000,2016,Petrol,38000,silver,15,1,Manual 2WD,Hyundai,9
778,600000,2008,Diesel,49000,blue,14,2600,Manual 2WD,Mahindra,17
779,1025000,2012,Petrol,43000,silver,14,1200,Manual 2WD,Chevrolet,13
780,800000,2012,Diesel,70000,white,15,1399,Auto 2WD,Tata,13
781,5600000,2021,Petrol,19000,white,14,1500,Manual 2WD,Hyundai,4
782,4260000,2023,Petrol,3000,silver,20,1000,Manual 2WD,Nissan,2
783,1275000,2013,Petrol,21000,red,14,1196,Manual 2WD,Ford,12
784,1000000,2014,Petrol,149000,silver,23,796,Manual 2WD,Maruti Suzuki,11
785,1600000,2018,Diesel,49000,others,14,3000,Manual 2WD,Tata,7
786,3050000,2011,Petrol,58010,white,14,1998,Manual 4WD,Kia,14
787,1250000,2009,Petrol,65000,brown,12,1098,Manual 2WD,Hyundai,16
788,2075000,2009,Petrol,49000,others,14,1200,Auto 2WD,Hyundai,16
789,1850000,2017,Petrol,43000,white,14,1500,Manual 2WD,Ford,8
790,1900000,2017,Diesel,100000,others,14,1200,Power Steering,Tata,8
791,1575000,2018,Diesel,29594,white,14,2523,Manual 2WD,Mahindra,7
792,1350000,2018,Petrol,42000,silver,17,1000,Manual 2WD,Datsun,7
793,2037500,2017,Petrol,55000,grey,12,1200,Manual 2WD,Hyundai,8
794,2362500,2021,Petrol,13000,grey,14,1200,Manual 2WD,Maruti Suzuki,4
795,3375000,2016,Petrol,42097,white,14,1591,Manual 2WD,Hyundai,9
796,3500000,2019,Diesel,50000,silver,14,1200,Auto 4WD,Mahindra,6
797,875000,2008,Petrol,70000,white,18,1000,Manual 2WD,Perodua,17
798,1950000,2017,Petrol,41461,grey,18,998,Power Steering,Maruti Suzuki,8
799,1000000,2001,Diesel,80000,black,8,2000,Auto 2WD,Kia,24
800,400000,2001,Diesel,80000,black,8,2000,Auto 2WD,Kia,24
801,2700000,2017,Petrol,51000,silver,17,1200,Manual 2WD,Maruti Suzuki,8
802,2612500,2018,Petrol,35000,grey,12,1200,Manual 2WD,Maruti Suzuki,7
803,6000000,2019,Diesel,49000,white,14,2500,Manual 4WD,Nissan,6
804,2250000,2017,Petrol,32000,others,14,1200,Manual 2WD,Maruti Suzuki,8
805,1780000,2007,Petrol,80700,silver,14,1497,Auto 2WD,Toyota,18
806,1990000,2013,Petrol,71500,others,14,1197,Auto 2WD,Maruti Suzuki,12
807,3790000,2023,Petrol,49000,white,14,1200,Manual 4WD,Kia,2
808,2700000,2019,Petrol,27000,silver,14,1197,Manual 2WD,Maruti Suzuki,6
809,1075000,2007,Petrol,57000,black,14,1086,Auto 2WD,Hyundai,18
810,550000,2013,Diesel,49000,white,14,1400,Manual 2WD,Tata,12
811,1300000,2008,Petrol,1350000,gold,10,1599,Manual 2WD,Honda,17
812,1550000,2017,Petrol,15000,silver,15000,999,Auto 2WD,Renault,8
813,1640000,2010,Petrol,65000,silver,14,1200,Auto 2WD,Hyundai,15
814,8900000,2020,Diesel,35000,white,14,1956,Manual 4WD,Jeep,5
815,1499999,2017,Petrol,32000,others,15,1000,Manual 2WD,Renault,8
816,1450000,2012,Diesel,81000,red,14,900,Manual 2WD,Mahindra,13
817,4200000,2018,Diesel,58000,silver,12,2179,Manual 4WD,Mahindra,7
818,625000,2005,Petrol,6278,black,14,1468,Manual 4WD,Other Brands,20
819,2200000,2013,Diesel,49000,grey,14,1498,Manual 2WD,Ford,12
820,2200000,2012,Diesel,180000,white,14,2179,Manual 2WD,Mahindra,13
821,2750000,2022,Petrol,10000,red,14,999,Manual 2WD,Nissan,3
822,1099999,2021,Diesel,8000,blue,23,1200,Auto 2WD,Tata,4
823,2300000,2020,Hybrid,49000,others,14,1200,Auto 4WD,Toyota,5
824,1500000,2010,Petrol,49000,white,14,800,Auto 2WD,Maruti Suzuki,15
825,150000,1993,Diesel,100000,white,16,1900,Manual 2WD,Toyota,32
826,850000,2012,Diesel,60000,white,16,15,Manual 2WD,Tata,13
827,240000,1999,Petrol,49000,others,14,1200,Manual 2WD,Maruti Suzuki,26
828,1400000,2016,Petrol,42000,brown,19,800,Manual 2WD,Hyundai,9
829,4075000,2021,Petrol,12000,silver,16,1500,Manual 2WD,Maruti Suzuki,4
830,650000,2017,Diesel,70000,grey,20,800,Auto 2WD,Tata,8
831,2575000,2018,Petrol,32000,silver,14,1200,Manual 2WD,Hyundai,7
832,1850000,2014,Petrol,48000,grey,14,1200,Manual 2WD,Hyundai,11
833,740000,2018,Petrol,17000,white,14,800,Auto 2WD,Maruti Suzuki,7
834,3725000,2011,Diesel,36091,others,12,2000,Manual 4WD,Hyundai,14
835,600000,2008,Petrol,49000,silver,12,1200,Manual 2WD,Other Brands,17
836,5300000,2022,Petrol,7500,white,14,1200,Manual 4WD,Mahindra,3
837,3900000,2015,Diesel,49000,white,12,2800,Manual 2WD,Toyota,10
838,1450000,2017,Diesel,42000,grey,14,2500,Manual 4WD,Mahindra,8
839,1200000,2021,Petrol,16800,white,17,1200,Auto 2WD,Maruti Suzuki,4
840,1675000,2019,Diesel,56000,white,14,2500,Auto 4WD,Mahindra,6
841,1465000,2010,Petrol,60000,silver,20,1200,Manual 2WD,Hyundai,15
842,799999,2004,Petrol,108000,silver,14,1498,Manual 2WD,Honda,21
843,2450000,2020,Petrol,26500,silver,14,1200,Manual 2WD,Hyundai,5
844,1925000,2015,Petrol,60000,others,15,1200,Manual 2WD,Hyundai,10
845,1950000,2014,Petrol,60000,others,13,1200,Manual 2WD,Renault,11
846,1750000,2014,Petrol,93000,silver,14,1200,Manual 2WD,Hyundai,11
847,2450000,2007,Diesel,60000,white,13,2200,Auto 4WD,Nissan,18
