Name,Price,Transmission,Types,Fuel,Make Year,Mileage,Lot No,Colour,Kilometer Run,Engine (CC)
Avenger 150,"रू. 1,20,000",Manual,Cruiser,Petrol,2016,45,76,black,47000,150
Yamaha libro 16 lot super fresh condition on sell,"रू. 40,000",Manual,Others,Petrol,2003,,,,,
220 pulsar 024 lot,"रू. 2,20,000",Manual,Standard,Petrol,2021,,,,,
RTR Apache 002lot,"रू. 1,20,000",Manual,Standard,Petrol,2018,,,,,
Ns 160 lot 90 super fresh condition,"रू. 1,13,000",Automatic,Sport,Petrol,2017,45,,,25000,160
suzuki gixxer 88lot,"रू. 1,10,000",Automatic,Standard,Petrol,2017,,,,,
Fzs v3 (011)lot fi abs single use bike,"रू. 1,95,000",Manual,Sport,Petrol,2019,45,011,Marid Blue,25000,150
"Cf moto Nk 250cc Abs 
2018 model last","रू. 1,77,000",Manual,Sport,Petrol,2018,,97,white Black,,250
aviator lot 110,"रू. 1,41,000",Automatic,Scooty,Petrol,2020,45,110,grey,,110
Xr 190,"रू. 4,95,000",Manual,Dirt,Petrol,2019,40,104,Red n white,35000,190
honda Hornet 160c. 101 lot fresh condition on sale,"रू. 1,48,000",Manual,Others,Petrol,2016,,,,,
ntroq race edition fi 144 lot on sale,"रू. 2,17,000",Automatic,Scooty,Petrol,2023,40,144,Blue,19000,125
2010 Modelko 2083 Ko Kar Clar Insurance Clar Xa,"रू. 65,000",Manual,Scooty,Petrol,2010,35,41,Black,33808,110
pulsar 220 lot 131 super fresh condition,"रू. 2,55,000",Automatic,Sport,Petrol,2021,45,,,12000,220
Honda unicorn,"रू. 52,000",Manual,Standard,Petrol,2009,,,,,150
,रु,,,,,,,,,
Honda Dio 82 Lot Sale Or Exchange,"रू. 1,34,000",Manual,Scooty,Petrol,2017,40,82,Blue white,22000,110
jawa 42  300cc 118 lot  super fresh condition sell,"रू. 2,88,000",Manual,Standard,Petrol,2020,,,,,
pleasure 007lot,"रू. 75,000",Automatic,Standard,Petrol,2019,,,,,
Hero pleasure,"रू. 75,000",Automatic,Scooty,Petrol,2021,,,,,
cx 250 dirt rim super fresh condition,"रू. 4,20,000",Automatic,Dirt,Petrol,2021,25,,,12000,250
Rx 100 on sale (No bluebook),"रू. 40,000",Manual,Others,Petrol,1997,,,,,
pulsar 150 50lot,"रू. 70,000",Automatic,Standard,Petrol,2012,,,,,
Honda Aviator fully fresh 127 lot 9803656430,"रू. 1,60,000",Automatic,Standard,Petrol,2021 last,45+,,Silver,,110
Fi Glamor 136 Lot Super Fresh Condition Onsell,"रू. 1,45,000",Manual,Sport,Petrol,2022,,,,,
Pleasure scooter in cheap price,"रू. 40,000",Manual,Standard,Petrol,2013,,33,,,
Xpulse Pro,रू. 453,Manual,Dirt,Petrol,2025,38,155,White,2800,200
"Honda Dio
57 Lot 67 Lot 9843645282","रू. 90,000",Manual,Scooty,Petrol,2015,,,,,110
Crossfire Gr7 Like new 113 lot 9803656430,"रू. 2,49,000",Automatic,Dirt,Petrol,2019 last,,113,,,250
Aprillia SXR 160 Red color,"रू. 3,50,000",Automatic,Scooty,Petrol,2022,,33,Red,19855,160
Single Hand Yamaha Ray Zr On Urgent Sale,"रू. 97,000",Automatic,Scooty,Petrol,2018,35,102,,11000,125
Aprilla sr 150 Brand new 2025 model,"रू. 2,70,000",Manual,Scooty,Petrol,2025,,60,Black red,,150
Showroom Condition Duke 250 2022 Model,"रू. 4,45,000",Manual,Sport,Petrol,2022,,,,,250
Fi Glamor 136 Lot Super Fresh Condition Onsell,"रू. 1,53,000",Manual,Sport,Petrol,2022,,,,,
grazia 008lot,"रू. 1,55,000",Automatic,Standard,Petrol,2019,,,,,
Ns 200 2018 Model Super Fresh Condition 9865466320,"रू. 1,65,000",Manual,Sport,Petrol,2018,,,,,
Yamaha Ray ZR 125 FI Hybrid 2023,"रू. 2,65,000",Automatic,Scooty,Petrol,2023,45-50kmpl,147,Racing Blue,7000,125
Ktm Duke RC 200 2016 Model,"रू. 2,15,000",Automatic,Sport,Petrol,2016,,77,blk,30,200
Tvs Ntorq 141 lot race edition,"रू. 1,85,000",Manual,Scooty,Petrol,2022,30,141,yellow,30000,125
R15 V3 023 Lot,"रू. 2,85,000",Manual,Sport,Petrol,2021,,,,,
Ns 125 single hand 9862222784 2022,"रू. 1,70,000",Manual,Standard,Petrol,22,,,,,
Urgent sale,"रू. 2,50,000",Automatic,Standard,Petrol,2023,Average,048,Black,13000,149.5
Hero Maestro 98lot,"रू. 80,000",Manual,Scooty,Petrol,2018,,,,,
Plusar 150 Fully Fresh Condition Lot-40,"रू. 80,000",Manual,Sport,Petrol,2014,,,,35000,150
Ktm Duke 200Cc 140 Lots Sale/Xchange,"रू. 3,89,900",Automatic,Sport,Petrol,2022,35,040,Orginal/Black,216220,200
Hornet Like new condition 101 lot 9803656430,"रू. 1,38,000",Automatic,Standard,Petrol,2018 last,45+,,,,
Ktm duke 250 bs4 single hand bike,"रू. 3,05,000",Manual,Sport,Petrol,2017,40,89,Orange and white,22000,250
SUZUKI GIXXER SF 155 (FRESH ENGINE CONDITION),"रू. 99,999",Manual,Sport,Petrol,2017,45,81,SILVER,38000,155
Honda Dio,"रू. 1,29,000",Automatic,Scooty,Petrol,2017,35,77,Blue and white,,115
Scooter on sale,"रू. 2,50,000",Manual,Scooty,Petrol,2024 AD,50kmpl,53,Mustard yellow,3950,110
pleasure 007lot,"रू. 75,000",Automatic,Standard,Petrol,2019,,,,,
Honda Dio 125cc,"रू. 2,50,000",Automatic,Scooty,Petrol,2024,50+,151,Red,9000,125CC
Cf Moto Nk 250 97 Lot Super Fresh Condition Onsell,"रू. 1,77,000",Manual,Sport,Petrol,2018,,,,,
Hero Achiever Like New 102 Lot,"रू. 95,000",Manual,Standard,Petrol,2018,55,102,,,150
"pulsar 220f abs 131 lot bike , 9813296721","रू. 2,45,000",Manual,Standard,Petrol,2021,,,,,220
suzuki burgeman 007lot,"रू. 1,30,000",Automatic,Standard,Petrol,2019,,,,,
Pulsar 220 Lot 85,"रू. 1,35,000",Manual,Standard,Petrol,2017,30,85,Voilet,58000,220
Hero I Smart 63 Lot Super Fresh Condition Onsell,"रू. 67,000",Manual,Sport,Petrol,2014,,,,,
Brand New,रू. 396,Manual,Sport,Petrol,2082,,61,New Grey,2000,150
pulsar220 - 055 lot abs 2025 model ‼️,"रू. 3,50,000",Manual,Standard,Petrol,2025,,,,,220
hero smart 009lot,"रू. 85,000",Automatic,Standard,Petrol,2019,,,,,
Active Honda,"रू. 68,000",Automatic,Scooty,Petrol,2014,45,65,Red,00,110
136 lot MT 15 2022 model like new,"रू. 3,55,000",Manual,Sport,Petrol,2022,,,,,
Honda Hornet 101 Lot Super Fresh Condition Onsell,"रू. 1,47,000",Manual,Sport,Petrol,2018,,,,,
Fzsv2 Like New 117 Lot Single Use,"रू. 1,95,000",Manual,Standard,Petrol,2020,55,117,,,150
suzuki sling shot 125cc super fresh condition,"रू. 48,000",Automatic,Sport,Petrol,2013,50,,,35000,125
R15 v1 frsh on sale,"रू. 75,000",Manual,Standard,Petrol,2013,,,,,
One hand Use Honda Dio lot 60 fresh 9803656430,"रू. 90,000",Automatic,Scooty,Petrol,2015,,,,,
"Cx 250r dirt rim 121 lot super fresh , 9813296721","रू. 4,20,000",Manual,Dirt,Petrol,2020,,,,,250
Terra Motors Electric scotor,"रू. 60,000",Automatic,Scooty,Electric,2018,,,red and black,,
Bullet Classic Like New 150 Lot,"रू. 4,70,000",Manual,Standard,Petrol,2024,35,150,,,350
Super Fresh NS 200 On Sale,"रू. 2,45,000",Manual,Sport,Petrol,2022,,,,,200
pulsar 150 010lot,"रू. 1,00,000",Automatic,Standard,Petrol,2016,,,,,
Pulsar 220f on sale,"रू. 1,80,000",Manual,Standard,Petrol,2019,35,102,Red and black,70k,220
Jawa For Sale & Exchange,रू. 335,Manual,Sport,Petrol,2020,30,039,Blue,19000,300
Apache RTR 160 4v Fully Fresh Lot-032 Super,"रू. 1,88,000",Manual,Sport,Petrol,2021,,,,22000,160
Pulsar 150cc 151 lot like new 9803656430,"रू. 1,80,000",Automatic,Standard,Petrol,2024,45+,,,12000,
Yamaha fzv2 97 lot sale,"रू. 1,55,000",Automatic,Standard,Petrol,2018,45,97,Black,29000,155
fascino 92lot,"रू. 75,000",Automatic,Standard,Petrol,2017,,,,,
N150 on sale,"रू. 3,20,000",Automatic,Standard,Petrol,2025,50,160,black,6828,150
fascino 92lot,"रू. 75,000",Automatic,Standard,Petrol,2017,,,,,
honda Dio - 046 lot fi BS6,"रू. 2,35,000",Manual,Scooty,Petrol,2023,,,,,110
aviator 027 lot,"रू. 1,55,000",Manual,Scooty,Petrol,2021,,,,,
honda unicorn 39lot,"रू. 55,000",Automatic,Cruiser,Petrol,2010,,,,,
Tvs Ntroq 125cc Fully fresh 123 lot 9803656430,"रू. 1,50,000",Automatic,Scooty,Petrol,2021,35+,,,,
Honda Hornet 160R,"रू. 1,19,000",Manual,Standard,Petrol,2016,,76,Red,100k,160
HONDA DIO 110cc,"रू. 89,000",Automatic,Scooty,Petrol,2015,35,70,Red white,39000,110
pleasure 44lot,"रू. 50,000",Automatic,Standard,Petrol,2011,,,,,
Honda Dio on sale fresh cha,"रू. 88,000",Manual,Scooty,Petrol,2015,,,red,,110
Pulsar NS 200 (88 Lot) – Power Meets Style,"रू. 1,70,000",Manual,Standard,Petrol,2017,30+,88,Black,29000,200
Pleasure,"रू. 40,000",Automatic,Scooty,Petrol,2010,40,27,Red,0000,100
Urgent Sell,"रू. 6,25,000",Manual,Dirt,Petrol,2022,45,,Red,18000,190
bike  on sell,"रू. 75,000",Manual,Standard,Petrol,2012,50,54,red,45000,155
fzs v3 lot 125 super fresh condition,"रू. 2,35,000",Automatic,Sport,Petrol,2021,45,,,22000,150
bike sale 9801333375,"रू. 92,000",Automatic,Standard,Petrol,2019,45,007,blue,60000,125
Fzs V2 2016 model,"रू. 1,43,000",Automatic,Scooty,Petrol,2016,,,,,150
R15M Fully Brand New Condition Lot-042,"रू. 3,78,000",Manual,Sport,Petrol,2022,,,,19000,155
"aprilia sr 150 Scooter For Sales,","रू. 2,00,000",Automatic,Scooty,Petrol,2021,32,15,"White,  Red",22000,150
Pulsar 220 2016 One Hand Bike For Sale,"रू. 1,38,000",Manual,Standard,Petrol,2016,,72,Black and white,48000,
Honda Unicorn 54 Lot Sale Or Exchange,"रू. 75,000",Manual,Standard,Petrol,2013,45,54,Black,33000,150
Sale!!  Scooty Pleasure,"रू. 39,000",Manual,Scooty,Petrol,2065,,,,,110
Apache Rtr 200 4v RTFI BS6 135 Lot,"रू. 2,20,000",Manual,Sport,Petrol,2023,40+,135,Black Red,35000,200
Pulsar 220 like new Single hand 21 modl 9803656430,"रू. 2,40,000",Automatic,Standard,Petrol,2021 last,,,,,
Royal Enfield classic 350 (106 lot),"रू. 4,38,000",Manual,Standard,Petrol,2019,,106,,23000,350
Vespa 103 lot,"रू. 1,20,000",Automatic,Scooty,Petrol,2019,,,,,
Fz on sale,"रू. 2,45,000",Manual,Others,Petrol,2021,45,132,Navy Blue,22000,149
"Rtr 200 4v 
002 Lot 9843645282","रू. 1,38,000",Manual,Sport,Petrol,2018,,,,,
Bike on rent for pathao Indrive yango,रू. 750,Automatic,Standard,Petrol,2015,,,,,
Fzs v2 like new 144 lot single hand 9803656430,"रू. 2,65,000",Automatic,Standard,Petrol,2023 last,45++,,Navi blue,14500,
Ntorq 125 Fi 2021 Last Model 133 Lot Onsell,"रू. 1,98,000",Manual,Scooty,Petrol,2021,,,,22000,125
Aprillia 150 Race edition 98 lot fixp,"रू. 1,15,000",Manual,Standard,Petrol,0,,,,,
Xpulse on sale,"रू. 1,65,000",Manual,Dirt,Petrol,2020,,,Army Color,35k,200
fascino 95lot,"रू. 75,000",Automatic,Standard,Petrol,2018,,,,,
Bajaj pulsar,"रू. 1,50,000",Manual,Standard,Petrol,2079,42,013,blue black,21000,150
gixer 88 lot 2017 model,"रू. 1,12,000",Automatic,Standard,Petrol,2017,,88,,,
Fz V3 fresh condition 9862222784,"रू. 1,75,000",Manual,Standard,Petrol,19,,,,,
Tvs Nrorque Raceediton 136 Lot Sale Or Exchange,"रू. 2,09,000",Manual,Standard,Petrol,2021,45,136,Yellow,16000,125
Honda Avator 135 Lot Sale Or Exchange,"रू. 1,75,000",Manual,Scooty,Petrol,2021,45,132,Grey,16000,125
Himalayan 450 On Sale (9k Km),"रू. 9,00,000",Manual,Standard,Petrol,2024,,,,,
Ns 200 Fully fresh 73 lot 9803656430,"रू. 1,20,000",Automatic,Sport,Petrol,2016,35+,,,,
Gixxer 88 Lot,"रू. 1,10,000",Manual,Standard,Petrol,2017,,,,,
Grazia 125 025 lot single. hand 15k only running,"रू. 1,68,000",Manual,Standard,Petrol,0,,,,,
Suzuki Gixxer 110 lot fully fresh 9803656430,"रू. 1,39,000",Automatic,Standard,Petrol,2019,45,110,,26000,
Hero I smart 109 lot,"रू. 90,000",Manual,Standard,Petrol,2019,,109,,,
126 lot MT 15 in Excellent condition,"रू. 3,15,000",Manual,Sport,Petrol,2021,,,,,
CB unicorn 160 on sale,"रू. 70,000",Manual,Standard,Petrol,2015,45,,black,,160
Yamaha Fascino,"रू. 90,000",Manual,Scooty,Petrol,2017,30,85,Ocean green,42000,110
R15 V3 single owner 2022 model,रू. 335,Automatic,Sport,Petrol,2022,50,034,,27000,150
pulsar220 - 101 lot,"रू. 1,60,000",Manual,Standard,Petrol,2018,,,,,220
Hero xpluse 126 lot,"रू. 2,28,000",Manual,Dirt,Petrol,2021,35,026,white,38000,200
Dio,"रू. 1,25,000",Manual,Scooty,Petrol,2017,,,,,
pulsar 220 055lot,"रू. 3,75,000",Automatic,Standard,Petrol,2025,,,,,
Honda Grazia 114 lot sale,"रू. 1,48,000",Automatic,Scooty,Petrol,2020,35,114,Orange,26000,125
hornet 160r on sell,"रू. 1,36,000",Manual,Sport,Petrol,2018,45,101,,,160
Aprilla sr 125cc lot 119 super fresh condition,"रू. 1,37,000",Automatic,Scooty,Petrol,2020,35,,,25000,125
Unicorn 160 2017model super fresh bike,"रू. 1,10,000",Manual,Standard,Petrol,2017,40,058,Black,,160
April Sr 125 Cc Fully Fresh Lot-031,"रू. 1,65,000",Manual,Scooty,Petrol,2021,,,,22000,125
"himalayan 411 on sale , 2017 model   9818728273","रू. 3,49,999",Manual,Sport,Petrol,2017,,83,black,,411
Dorminar 400 Abs Fully Brand New Condition Lot-025,"रू. 3,18,000",Manual,Sport,Petrol,2021,,,,24000,400
Honda Avator 81 Lot Sale Or Exchange,"रू. 1,29,000",Manual,Scooty,Petrol,2016,45,82,Red,33000,110
Ntorq 125cc 156 Lot Super Fresh Condition Onsell,"रू. 1,67,000",Manual,Scooty,Petrol,2022,,,,,
Honda Aviator Like New 122 Lot,"रू. 1,60,000",Automatic,Scooty,Petrol,2021,50,122,,,
Royal Enfield classic 350 (133 lot),"रू. 4,86,000",Manual,Standard,Petrol,2021,,133,,14000,350
Pulsar N160 Blue 2023 Model,"रू. 3,10,000",Manual,Others,Petrol,2023,50,047,Blue,17766,160
Dio urgent sell,"रू. 1,15,000",Manual,Scooty,Petrol,2016,40,77,white and black,31625,115
Bajaj Pulsar 125cc 151 lot like new 9803656430,"रू. 1,79,000",Automatic,Standard,Petrol,2024,50,,,,
"Classic 350 , 2019 model, super fresh bike","रू. 4,85,000",Manual,Standard,Petrol,2019,25,008pa,Hun metal grey,18500,350
Pulsar,"रू. 3,00,000",Automatic,Sport,Petrol,2024,45,Ba 153,Black,9000,160
YAMAHA Fascino 110cc 90 Lot Fresh Scooty for Sale,"रू. 96,000",Automatic,Scooty,Petrol,2017,38,90,Red,27000,110
Bajaj Avenger 150 for Sale - Urgent,"रू. 1,35,000",Manual,Cruiser,Petrol,2017,,87,Blue ( midnight blue),,149
Honda Unicon 160cc 41 lot fully fresh 9803656430,"रू. 60,000",Automatic,Standard,Petrol,2013,45+,,Black,35000,160
Ns 200 96 Lot,"रू. 1,60,000",Manual,Standard,Petrol,2018,,,,,
"Suzuki sling shot 125cc 52 lot bike , 9813296721","रू. 44,000",Manual,Standard,Petrol,2012,,,,,125
Suzuki Gixxer 150cc FI Doube Disk Sale Or Exchange,"रू. 1,99,000",Manual,Standard,Petrol,2021,50,127,Black,7000,150
Tvs Appachi 160 2v 65 Lot Sale Or Exchange,"रू. 99,000",Manual,Standard,Petrol,2014,45,65,Red,33000,160
Tvs Ntorque Drum 146 Lot Sale Or Exchange,"रू. 1,79,000",Manual,Scooty,Petrol,2022,35,146,Blue,17000,125
Honda shine unicorn on sell 75000/-,"रू. 75,000",Manual,Standard,Petrol,2010,50Km/liter,41,Black,12000,125cc
HONDA Aviator 110cc 107 Lot Fresh Scooty for Sale,"रू. 1,29,000",Automatic,Scooty,Petrol,2019,38,107,Red,35000,110
Rayzr Fi system Fully Fresh Lot-027 Super,"रू. 1,78,000",Manual,Scooty,Petrol,2021,,,,24000,
pleasure 44lot,"रू. 50,000",Automatic,Standard,Petrol,2011,,,,,
Honda Dio Fully Fresh Lot-60 Condition Super,"रू. 98,000",Manual,Scooty,Petrol,2014,,,,27000,
Hero Xtreme sports,"रू. 1,05,000",Manual,Standard,Petrol,2015,40+ (guarantee),67,,50k+,
140 lot fzs v3 urgent sell bs6,"रू. 2,60,000",Manual,Standard,Petrol,2022,45,140,,16000,150
honda aviator 73lot,"रू. 99,000",Automatic,Standard,Petrol,2016,,,,,
Honda Dio 54 lot,"रू. 80,000",Automatic,Scooty,Petrol,2012,50,54,Grey,47005,109
"honda dio scooter on sale, 2021 model , 9818728273","रू. 1,74,999",Automatic,Scooty,Petrol,2021,38,125,red grey,18000,110
Tvs Ntorque Raceediton 130 Lot Sale Or Exchange,"रू. 1,99,000",Manual,Scooty,Petrol,2021,45,130,Red,19000,125
